txn_id,account_id,txn_date,txn_type,amount,channel
T002550,A00078,2/29/2024,Credit,458540.81,ATM
T002551,A00488,5/7/2025,Debit,153244.11,Branch
T002552,A00909,5/31/2024,Credit,43860.43,NEFT
T002553,A00674,5/9/2024,Debit,170911.08,IMPS
T002554,A00275,5/15/2024,Credit,380232.87,IMPS
T002555,A00570,2/7/2025,Credit,298012.68,Branch
T002556,A00651,12/31/2024,Debit,161615.94,NEFT
T002557,A00082,10/11/2024,Debit,469981.7,NEFT
T002558,A01067,5/16/2024,Credit,287900.72,ATM
T002559,A00850,5/19/2024,Credit,198597.74,IMPS
T002560,A00591,3/9/2025,Debit,422135.33,IMPS
T002561,A00049,12/1/2023,Credit,90943.76,IMPS
T002562,A00470,1/10/2025,Debit,426738.94,NEFT
T002563,A00679,6/30/2025,Credit,119840.61,NEFT
T002564,A00702,8/23/2024,Debit,226654.85,UPI
T002565,A00497,9/8/2025,Credit,490420.62,Branch
T002566,A00422,12/13/2023,Credit,68440.76,Branch
T002567,A01105,2/20/2025,Credit,184034.57,ATM
T002568,A00111,11/23/2023,Credit,358730.49,Branch
T002569,A00509,5/26/2025,Credit,493650.84,Branch
T002570,A00456,11/16/2023,Credit,132920.97,Branch
T002571,A00782,2/11/2024,Credit,192464.5,ATM
T002572,A01068,9/22/2024,Credit,466569.28,IMPS
T002573,A00659,12/22/2024,Credit,143029.02,UPI
T002574,A00376,10/29/2024,Credit,498848.35,IMPS
T002575,A00906,11/13/2024,Credit,476833.11,Branch
T002576,A00013,7/14/2025,Credit,325367.51,ATM
T002577,A00133,6/11/2025,Debit,291802.25,NEFT
T002578,A01007,2/19/2025,Debit,123981.41,Branch
T002579,A00144,4/8/2025,Debit,448640.59,ATM
T002580,A00395,8/4/2025,Debit,470485.22,NEFT
T002581,A00107,8/29/2025,Debit,408307.35,IMPS
T002582,A00290,4/3/2025,Debit,150568.61,Branch
T002583,A00419,8/29/2025,Credit,158435.77,ATM
T002584,A00258,7/7/2024,Credit,154542.24,Branch
T002585,A00188,5/1/2025,Credit,359225.32,Branch
T002586,A00356,2/19/2024,Credit,28012.69,NEFT
T002587,A01125,11/4/2023,Credit,283328.97,NEFT
T002588,A00419,8/3/2025,Debit,110083.36,Branch
T002589,A00484,1/6/2025,Credit,385182.91,Branch
T002590,A01040,2/19/2025,Debit,113080.14,IMPS
T002591,A00161,10/21/2023,Credit,480529.17,UPI
T002592,A00873,8/27/2024,Debit,340366.74,IMPS
T002593,A00957,9/30/2023,Credit,9134.18,Branch
T002594,A00638,10/11/2024,Credit,267125.54,UPI
T002595,A00337,2/18/2024,Credit,343160.59,Branch
T002596,A00405,3/23/2024,Debit,61078.76,NEFT
T002597,A00502,9/1/2025,Debit,470079.33,Branch
T002598,A00869,8/23/2025,Debit,410993.62,Branch
T002599,A00362,4/5/2025,Credit,459884.3,IMPS
T002600,A00510,9/10/2024,Debit,71130.17,IMPS
T002601,A00621,6/1/2025,Credit,60211.6,UPI
T002602,A00585,2/17/2024,Credit,184243.33,Branch
T002603,A01181,8/27/2024,Debit,274536.5,ATM
T002604,A00919,6/24/2024,Credit,46279.81,UPI
T002605,A00413,6/12/2025,Debit,466272.75,ATM
T002606,A00557,2/18/2025,Debit,140497.58,IMPS
T002607,A00986,2/28/2024,Credit,78293.57,IMPS
T002608,A00164,2/1/2024,Debit,181437.78,ATM
T002609,A00737,7/4/2024,Credit,484733.56,UPI
T002610,A00816,5/6/2024,Debit,139752.14,UPI
T002611,A00774,10/29/2024,Credit,448140.96,Branch
T002612,A00344,9/20/2023,Debit,216529.49,IMPS
T002613,A00965,9/20/2024,Debit,452931.2,ATM
T002614,A00904,10/28/2024,Credit,398775.49,UPI
T002615,A00866,11/26/2023,Credit,129954.82,ATM
T002616,A01035,4/3/2025,Credit,422086.35,Branch
T002617,A00888,3/9/2025,Debit,325278.38,ATM
T002618,A00320,8/27/2025,Debit,339388.43,NEFT
T002619,A00988,2/26/2024,Credit,24399.85,ATM
T002620,A00041,5/31/2024,Credit,248660.32,Branch
T002621,A00782,8/22/2024,Debit,321443.62,Branch
T002622,A00876,5/18/2025,Debit,81883.96,ATM
T002623,A00171,6/1/2025,Debit,324087.56,UPI
T002624,A00615,8/18/2025,Debit,407952.35,Branch
T002625,A01101,11/6/2024,Debit,12755.01,Branch
T002626,A00313,8/22/2024,Debit,264565.48,Branch
T002627,A01133,9/15/2025,Debit,398336.65,IMPS
T002628,A00360,4/23/2024,Credit,437668.51,ATM
T002629,A00527,2/14/2025,Debit,410195.86,Branch
T002630,A00780,10/14/2023,Credit,111359.94,UPI
T002631,A00950,5/4/2024,Credit,222410.32,ATM
T002632,A00627,11/30/2024,Debit,226537.88,IMPS
T002633,A00929,10/30/2023,Debit,288694.63,ATM
T002634,A00581,1/12/2024,Debit,200212.47,IMPS
T002635,A00769,7/23/2024,Credit,162024.51,IMPS
T002636,A01152,10/28/2024,Debit,94231.31,Branch
T002637,A00985,12/2/2024,Credit,234068.49,ATM
T002638,A00148,12/7/2023,Credit,55826.41,ATM
T002639,A00683,2/5/2025,Credit,455522.27,ATM
T002640,A00280,7/4/2024,Credit,322888.18,IMPS
T002641,A00962,8/24/2025,Credit,23416.01,Branch
T002642,A00401,8/15/2024,Debit,381619.74,UPI
T002643,A00317,12/27/2023,Credit,350162.95,UPI
T002644,A00389,3/23/2024,Credit,407664.02,IMPS
T002645,A00009,2/14/2025,Debit,406854.33,UPI
T002646,A00027,9/22/2024,Debit,466221.27,Branch
T002647,A01026,4/23/2025,Debit,31534.61,Branch
T002648,A00767,6/2/2025,Debit,463793.03,UPI
T002649,A01007,4/22/2024,Credit,183807.07,IMPS
T002650,A00829,1/6/2024,Debit,324573.67,Branch
T002651,A00852,10/29/2023,Credit,329176.82,Branch
T002652,A00809,8/25/2024,Debit,22910.58,UPI
T002653,A00765,7/18/2024,Credit,12756.09,UPI
T002654,A00787,6/16/2025,Credit,76076.33,NEFT
T002655,A01003,7/30/2025,Debit,428181.8,Branch
T002656,A00631,3/27/2025,Debit,89172.88,IMPS
T002657,A00146,7/17/2024,Debit,64098.98,NEFT
T002658,A00838,1/22/2024,Credit,154663.47,Branch
T002659,A00080,1/10/2025,Debit,159962.33,IMPS
T002660,A00255,1/28/2025,Debit,331317.78,ATM
T002661,A00789,3/15/2024,Debit,472686.98,UPI
T002662,A01159,8/28/2025,Credit,60045.56,NEFT
T002663,A00333,10/15/2024,Credit,13332.23,ATM
T002664,A00398,8/27/2025,Credit,150631.85,IMPS
T002665,A00894,1/17/2024,Credit,483833.01,IMPS
T002666,A00523,11/17/2024,Debit,346180.63,NEFT
T002667,A00714,7/21/2024,Debit,61796.61,IMPS
T002668,A01044,5/2/2024,Credit,459244.67,Branch
T002669,A01001,6/15/2024,Credit,381555.61,Branch
T002670,A00755,9/18/2023,Debit,264590.39,IMPS
T002671,A00119,9/9/2024,Credit,313810.51,Branch
T002672,A00790,8/14/2024,Debit,43513.61,UPI
T002673,A00869,1/28/2025,Credit,496727.95,UPI
T002674,A00506,6/17/2024,Credit,454225.72,NEFT
T002675,A00497,5/30/2024,Credit,99309.9,NEFT
T002676,A00979,5/3/2025,Debit,99137.99,IMPS
T002677,A00071,4/18/2025,Credit,311254.94,ATM
T002678,A00741,12/3/2023,Debit,175597.11,IMPS
T002679,A00058,5/27/2025,Debit,77171.93,IMPS
T002680,A00303,11/13/2023,Debit,387805.17,UPI
T002681,A00536,4/10/2025,Credit,88087.53,ATM
T002682,A00933,5/3/2025,Credit,360450.84,UPI
T002683,A00302,5/7/2024,Debit,300506.43,UPI
T002684,A00521,3/24/2025,Debit,93324.87,ATM
T002685,A00507,9/6/2024,Debit,363154.55,NEFT
T002686,A01185,5/27/2024,Credit,427987,NEFT
T002687,A00331,8/9/2025,Credit,392068.11,NEFT
T002688,A00026,4/25/2025,Debit,172050.3,ATM
T002689,A00240,5/31/2024,Credit,359596.33,NEFT
T002690,A00190,12/4/2024,Credit,483183.47,IMPS
T002691,A00788,3/29/2024,Debit,176189.22,ATM
T002692,A00815,7/23/2024,Credit,446636.33,NEFT
T002693,A00165,3/1/2025,Debit,329671.01,UPI
T002694,A01062,12/11/2023,Credit,106683.01,ATM
T002695,A00387,11/5/2023,Credit,117392.18,Branch
T002696,A00867,6/18/2025,Debit,84571.08,IMPS
T002697,A00340,7/29/2025,Credit,320004.32,Branch
T002698,A00875,5/3/2025,Debit,385451.83,Branch
T002699,A00518,2/25/2025,Credit,221402.7,UPI
T002700,A00619,1/31/2024,Credit,349685.33,Branch
T002701,A01026,10/1/2023,Debit,95133.05,NEFT
T002702,A01092,12/20/2024,Debit,261154.01,NEFT
T002703,A00784,8/24/2025,Debit,304001.07,NEFT
T002704,A00631,2/12/2024,Credit,811.94,ATM
T002705,A00843,4/18/2025,Credit,181858.93,NEFT
T002706,A00183,11/20/2023,Credit,236893.34,NEFT
T002707,A00224,6/30/2025,Credit,346777.02,Branch
T002708,A01173,10/6/2024,Credit,447211.54,Branch
T002709,A00706,5/19/2024,Debit,415815.17,UPI
T002710,A00293,12/21/2024,Credit,390951.16,ATM
T002711,A00551,1/24/2024,Credit,112828.37,ATM
T002712,A00430,1/22/2025,Debit,113395.92,NEFT
T002713,A00816,7/31/2024,Credit,213468.06,ATM
T002714,A00631,5/11/2025,Debit,253687.22,NEFT
T002715,A00014,1/7/2025,Debit,485999.24,IMPS
T002716,A00345,6/11/2025,Debit,234824.26,ATM
T002717,A01008,4/3/2024,Debit,45909.85,ATM
T002718,A00004,7/1/2025,Credit,24572.57,UPI
T002719,A00199,9/21/2023,Credit,488063.97,UPI
T002720,A00144,1/28/2024,Debit,22876.28,NEFT
T002721,A00856,5/23/2025,Credit,93800.03,ATM
T002722,A01076,5/28/2025,Credit,303606.43,UPI
T002723,A00854,1/4/2025,Credit,393977.31,IMPS
T002724,A00591,9/1/2025,Debit,60484.51,Branch
T002725,A00883,6/29/2024,Credit,252882.63,IMPS
T002726,A00350,9/2/2024,Credit,79281.62,ATM
T002727,A00362,3/18/2025,Credit,426784.72,NEFT
T002728,A00768,1/18/2024,Credit,190628.38,IMPS
T002729,A00382,2/1/2025,Credit,49425.28,Branch
T002730,A00276,11/19/2023,Credit,245746.96,Branch
T002731,A00406,5/8/2024,Credit,78069.86,ATM
T002732,A00997,11/24/2023,Debit,49978.36,ATM
T002733,A00373,1/25/2025,Credit,322438.6,Branch
T002734,A01030,4/17/2024,Credit,476079.89,IMPS
T002735,A00226,6/21/2025,Debit,490243.98,IMPS
T002736,A00923,7/17/2024,Credit,111208.46,Branch
T002737,A01162,7/18/2024,Credit,481376.65,IMPS
T002738,A00436,8/29/2025,Credit,338917.68,Branch
T002739,A00381,7/25/2024,Debit,316096.79,ATM
T002740,A00412,2/10/2024,Credit,91524.21,UPI
T002741,A00121,12/8/2024,Debit,44911.32,UPI
T002742,A00375,3/15/2024,Credit,429529.17,NEFT
T002743,A00393,7/5/2024,Debit,333143.7,NEFT
T002744,A00532,4/26/2025,Debit,420923.08,NEFT
T002745,A00838,10/10/2024,Debit,217427.43,IMPS
T002746,A00903,8/16/2025,Debit,353754.99,Branch
T002747,A00224,2/5/2024,Debit,131142.97,NEFT
T002748,A00341,6/23/2024,Debit,429778.69,NEFT
T002749,A00164,8/14/2024,Debit,389697.42,IMPS
T002750,A00601,12/3/2024,Credit,239290.34,IMPS
T002751,A00176,12/7/2024,Debit,162223.49,Branch
T002752,A00774,10/9/2024,Debit,376900.45,NEFT
T002753,A00256,9/23/2023,Debit,65598.96,ATM
T002754,A00567,10/23/2023,Debit,104989.11,UPI
T002755,A00132,12/8/2023,Debit,484935.3,IMPS
T002756,A00701,7/12/2024,Debit,108423.8,IMPS
T002757,A00061,8/19/2024,Debit,345456.75,NEFT
T002758,A01200,9/8/2025,Credit,76467.86,ATM
T002759,A00481,11/2/2023,Debit,476146.79,ATM
T002760,A00979,12/25/2024,Debit,459829.36,IMPS
T002761,A00994,12/24/2023,Credit,254228.3,UPI
T002762,A00207,3/18/2024,Credit,317406.74,UPI
T002763,A00020,4/28/2025,Debit,377215.22,Branch
T002764,A00126,1/9/2025,Debit,146089.26,NEFT
T002765,A00545,10/13/2023,Debit,498569.43,IMPS
T002766,A00015,1/29/2024,Debit,173118.45,UPI
T002767,A01193,2/12/2024,Debit,495195.73,IMPS
T002768,A00086,7/31/2024,Debit,429046.36,Branch
T002769,A00199,8/25/2025,Debit,283080.15,UPI
T002770,A00433,4/2/2025,Debit,358705.72,ATM
T002771,A01070,6/2/2024,Debit,332535.53,NEFT
T002772,A00015,8/30/2024,Debit,342695.51,Branch
T002773,A00770,5/27/2025,Credit,430130.16,IMPS
T002774,A01066,2/26/2024,Debit,89401.24,NEFT
T002775,A00545,3/25/2024,Debit,479181.32,IMPS
T002776,A00996,2/24/2024,Debit,202573.18,UPI
T002777,A00970,5/19/2024,Debit,188575.77,Branch
T002778,A00691,12/6/2024,Credit,410544.34,UPI
T002779,A00880,7/7/2024,Credit,309004.42,IMPS
T002780,A00690,6/17/2025,Debit,496529.73,UPI
T002781,A00760,3/31/2024,Credit,105610.66,ATM
T002782,A00703,3/4/2024,Debit,328079.25,Branch
T002783,A00646,7/9/2024,Credit,450119.07,IMPS
T002784,A00491,3/7/2024,Debit,121197.36,Branch
T002785,A00740,10/12/2024,Credit,448554.71,UPI
T002786,A00817,6/9/2025,Credit,395198.86,ATM
T002787,A00776,4/23/2025,Debit,239446.35,UPI
T002788,A00118,4/6/2024,Credit,399389.14,Branch
T002789,A00730,12/9/2023,Debit,33427.88,ATM
T002790,A00677,10/29/2024,Debit,323912.37,NEFT
T002791,A00206,1/3/2025,Debit,265833.16,Branch
T002792,A00007,6/28/2024,Debit,135850.86,NEFT
T002793,A00936,10/9/2023,Debit,341868.74,NEFT
T002794,A00823,8/14/2025,Credit,245938.97,UPI
T002795,A00285,12/25/2024,Debit,52360.24,UPI
T002796,A00053,11/1/2024,Debit,118233.75,UPI
T002797,A00252,6/6/2025,Debit,242834.86,UPI
T002798,A01087,2/10/2025,Debit,157696.13,NEFT
T002799,A00573,6/13/2025,Debit,428400.25,ATM
T002800,A00510,1/9/2025,Debit,474893.97,IMPS
T002801,A00755,8/31/2024,Credit,386107.89,NEFT
T002802,A00926,8/12/2025,Debit,326635.26,ATM
T002803,A00974,5/31/2024,Debit,162047.04,Branch
T002804,A01055,11/28/2024,Credit,6874.67,NEFT
T002805,A00847,7/17/2024,Credit,330029.67,NEFT
T002806,A00385,12/23/2023,Credit,109953.8,Branch
T002807,A00007,7/27/2025,Credit,192744.86,UPI
T002808,A00660,8/26/2025,Debit,200706.19,Branch
T002809,A00035,7/21/2025,Credit,28760.23,IMPS
T002810,A00738,7/17/2025,Credit,392294.09,IMPS
T002811,A00094,3/22/2025,Credit,332018.7,ATM
T002812,A00667,3/25/2024,Debit,114696.38,IMPS
T002813,A00910,12/11/2024,Debit,414103.15,UPI
T002814,A00479,7/5/2025,Credit,236815.94,NEFT
T002815,A00993,11/1/2023,Credit,182750.97,NEFT
T002816,A00820,11/11/2023,Debit,31722.45,IMPS
T002817,A00167,10/12/2023,Debit,365275.74,IMPS
T002818,A00714,6/13/2024,Debit,395398,NEFT
T002819,A00877,1/22/2024,Debit,22611.96,IMPS
T002820,A00976,9/2/2024,Credit,159278.38,UPI
T002821,A00206,10/25/2024,Credit,284381.62,ATM
T002822,A00789,2/18/2025,Debit,399661.15,NEFT
T002823,A00602,10/23/2024,Credit,468398.07,Branch
T002824,A00400,4/23/2025,Debit,329878.15,NEFT
T002825,A00294,7/21/2024,Credit,184206.89,Branch
T002826,A01066,12/10/2023,Debit,214116.72,NEFT
T002827,A01172,5/2/2024,Debit,360217.9,ATM
T002828,A01034,9/21/2024,Credit,36103.24,IMPS
T002829,A00066,5/8/2024,Credit,283156.6,NEFT
T002830,A00262,5/30/2024,Debit,459164.17,Branch
T002831,A01020,10/26/2024,Credit,171176.23,ATM
T002832,A00179,10/18/2024,Credit,214189.78,IMPS
T002833,A00618,7/28/2024,Credit,8551.8,ATM
T002834,A01124,10/19/2024,Credit,466679.27,IMPS
T002835,A00957,2/7/2024,Credit,45752.86,ATM
T002836,A00345,12/22/2024,Credit,360476.17,NEFT
T002837,A00914,2/3/2025,Credit,296253.29,ATM
T002838,A00237,4/23/2024,Credit,105838.83,UPI
T002839,A00988,1/8/2025,Credit,160588.17,UPI
T002840,A01108,6/5/2024,Credit,273606.16,ATM
T002841,A00494,6/25/2025,Debit,178940.58,Branch
T002842,A00499,6/12/2025,Debit,92512.9,ATM
T002843,A00434,9/2/2025,Debit,238632.47,IMPS
T002844,A00350,10/28/2023,Debit,363.92,Branch
T002845,A00184,6/22/2024,Credit,68630.22,Branch
T002846,A00217,9/29/2024,Credit,126885.11,ATM
T002847,A00891,8/20/2025,Credit,217354.94,NEFT
T002848,A00060,8/7/2024,Credit,79232.03,ATM
T002849,A00329,9/9/2025,Credit,7552.98,UPI
T002850,A00669,4/17/2024,Credit,311412.4,NEFT
T002851,A00786,10/10/2023,Credit,326049.28,NEFT
T002852,A00575,8/31/2025,Credit,48137.38,IMPS
T002853,A00452,2/8/2024,Credit,364509.17,IMPS
T002854,A00528,12/16/2024,Debit,44993.71,ATM
T002855,A00976,5/20/2025,Debit,153809.75,Branch
T002856,A00253,1/27/2024,Credit,470406.3,NEFT
T002857,A00279,1/18/2024,Credit,285829.65,Branch
T002858,A01095,11/16/2024,Debit,375973.69,UPI
T002859,A01008,5/13/2024,Debit,215055.23,IMPS
T002860,A00186,4/16/2024,Credit,473322.79,IMPS
T002861,A00682,2/16/2024,Credit,201826.48,NEFT
T002862,A00459,2/8/2024,Debit,266036.95,ATM
T002863,A01180,1/28/2024,Credit,323668.41,UPI
T002864,A00133,5/24/2024,Credit,203051.12,Branch
T002865,A00703,3/20/2025,Debit,283240.71,UPI
T002866,A00773,3/10/2024,Credit,261657.6,Branch
T002867,A00782,6/3/2025,Debit,107888.16,IMPS
T002868,A01151,10/22/2024,Debit,82570.35,NEFT
T002869,A00895,10/21/2024,Debit,245325.69,UPI
T002870,A00478,1/11/2025,Debit,241987.98,UPI
T002871,A00458,12/11/2023,Debit,40043.47,ATM
T002872,A00531,2/26/2025,Debit,301010.87,UPI
T002873,A00237,10/28/2024,Credit,385268.57,IMPS
T002874,A00596,6/10/2024,Credit,66012.62,NEFT
T002875,A00180,6/24/2025,Debit,326051.95,ATM
T002876,A00229,10/25/2023,Credit,337507.55,Branch
T002877,A00183,8/29/2025,Credit,14256.35,Branch
T002878,A00697,6/13/2025,Debit,479576,IMPS
T002879,A00386,9/16/2024,Debit,347756.89,UPI
T002880,A00238,8/24/2024,Credit,481920.98,ATM
T002881,A01174,11/21/2024,Credit,267429.1,Branch
T002882,A00754,11/2/2024,Debit,237629.65,UPI
T002883,A00261,10/28/2023,Credit,272393.84,IMPS
T002884,A00642,11/24/2024,Credit,176273.2,IMPS
T002885,A00779,4/3/2025,Debit,420345.97,IMPS
T002886,A01182,12/5/2023,Debit,467991.1,IMPS
T002887,A00004,6/27/2025,Credit,470358.24,ATM
T002888,A00637,6/4/2025,Credit,342500.4,Branch
T002889,A00127,3/29/2024,Credit,450064.6,IMPS
T002890,A01097,5/26/2024,Credit,349171.97,IMPS
T002891,A00389,10/22/2024,Debit,154452.82,IMPS
T002892,A00795,9/4/2024,Credit,57732.54,IMPS
T002893,A00868,2/25/2024,Debit,45938.59,ATM
T002894,A00655,1/3/2025,Credit,385004.7,ATM
T002895,A00748,1/4/2025,Debit,164474.95,UPI
T002896,A00259,8/18/2025,Debit,94269.21,NEFT
T002897,A01065,7/5/2024,Credit,476911.08,IMPS
T002898,A00455,1/5/2024,Credit,336089.53,UPI
T002899,A00219,3/15/2024,Credit,392840.29,NEFT
T002900,A00810,7/25/2024,Debit,318503.4,UPI
T002901,A00019,7/19/2024,Debit,90926.33,ATM
T002902,A01103,8/6/2025,Credit,62432.14,UPI
T002903,A00944,9/30/2024,Debit,22935.78,UPI
T002904,A00648,9/7/2025,Credit,60613.59,UPI
T002905,A00297,5/10/2024,Credit,34719.62,UPI
T002906,A00608,4/13/2024,Debit,421098.24,NEFT
T002907,A00449,5/21/2024,Credit,387320.41,Branch
T002908,A01024,1/23/2024,Debit,243196.35,Branch
T002909,A00934,3/9/2025,Credit,189130.15,Branch
T002910,A00302,10/31/2023,Credit,496594.34,ATM
T002911,A00581,5/27/2024,Credit,281563.88,ATM
T002912,A00299,7/9/2025,Debit,228101.79,UPI
T002913,A00071,5/23/2025,Debit,460838.24,IMPS
T002914,A00656,11/15/2023,Credit,240020.98,IMPS
T002915,A00633,2/14/2024,Credit,355512.13,Branch
T002916,A01029,9/20/2023,Credit,695.19,UPI
T002917,A00253,1/20/2024,Debit,210490.36,IMPS
T002918,A00561,5/13/2024,Credit,280675.07,IMPS
T002919,A01176,5/11/2025,Credit,197882.05,NEFT
T002920,A00980,3/7/2025,Debit,154662.5,Branch
T002921,A00442,3/1/2025,Debit,332724.1,ATM
T002922,A01014,10/26/2023,Credit,217685.69,ATM
T002923,A00597,8/16/2025,Credit,200516.76,IMPS
T002924,A00772,11/9/2023,Credit,286240.69,IMPS
T002925,A00121,2/29/2024,Debit,296583.62,Branch
T002926,A00683,1/9/2025,Debit,461686.29,ATM
T002927,A00313,12/11/2023,Credit,442418.28,NEFT
T002928,A00432,10/4/2024,Debit,44604.54,UPI
T002929,A00461,7/17/2024,Credit,408126.25,NEFT
T002930,A00108,1/27/2025,Credit,192889.9,NEFT
T002931,A00367,7/22/2025,Credit,173844.61,IMPS
T002932,A00999,4/1/2025,Credit,345344.04,ATM
T002933,A00803,4/11/2024,Credit,16983.98,NEFT
T002934,A00613,9/8/2024,Debit,428964.68,NEFT
T002935,A00327,3/19/2024,Debit,16609.82,ATM
T002936,A00045,1/13/2024,Credit,203412.35,Branch
T002937,A01123,3/9/2025,Debit,176566.36,UPI
T002938,A00804,11/11/2024,Debit,349545.89,UPI
T002939,A00692,7/13/2025,Debit,235182.86,UPI
T002940,A00866,10/3/2024,Credit,18913.76,NEFT
T002941,A00970,9/7/2025,Credit,369583.48,ATM
T002942,A00714,3/16/2024,Debit,487528.24,IMPS
T002943,A00802,4/9/2024,Credit,282566.65,NEFT
T002944,A00801,6/18/2024,Debit,308267.7,IMPS
T002945,A00148,2/7/2024,Credit,481446.74,NEFT
T002946,A01082,5/20/2024,Debit,220745.58,IMPS
T002947,A00580,5/31/2024,Credit,55043.99,NEFT
T002948,A00579,1/2/2025,Debit,317531.37,UPI
T002949,A00400,1/20/2025,Credit,325071.92,IMPS
T002950,A01123,5/10/2024,Credit,68762.86,ATM
T002951,A00807,3/15/2025,Credit,348003.12,ATM
T002952,A00200,3/18/2025,Debit,111447.81,Branch
T002953,A00269,3/10/2025,Credit,103023.74,IMPS
T002954,A00663,9/22/2024,Credit,347391.27,UPI
T002955,A01189,8/14/2024,Debit,296822.87,IMPS
T002956,A00111,11/26/2024,Credit,359536.02,UPI
T002957,A00623,4/12/2024,Debit,89705.2,IMPS
T002958,A00938,5/28/2024,Credit,174947.31,UPI
T002959,A00336,11/19/2023,Debit,80839.85,ATM
T002960,A01183,10/2/2024,Credit,80635.03,Branch
T002961,A00282,8/21/2024,Debit,206821.38,Branch
T002962,A00905,10/11/2023,Debit,103264.4,NEFT
T002963,A00989,6/24/2025,Debit,149924.86,IMPS
T002964,A00597,10/28/2023,Credit,493725.33,Branch
T002965,A00297,12/13/2023,Credit,426677.35,NEFT
T002966,A00430,3/17/2024,Credit,307079.35,NEFT
T002967,A00447,6/14/2024,Debit,458090.95,Branch
T002968,A00401,7/13/2025,Credit,310420.39,UPI
T002969,A00019,10/13/2023,Credit,279839.6,UPI
T002970,A00742,10/28/2023,Credit,285001.4,IMPS
T002971,A01179,1/19/2025,Credit,167766.06,IMPS
T002972,A00209,5/11/2025,Debit,196796.11,IMPS
T002973,A00303,3/19/2025,Debit,461309.36,NEFT
T002974,A00772,3/19/2025,Debit,207032.36,ATM
T002975,A00875,12/6/2024,Credit,217368.8,NEFT
T002976,A00345,8/17/2024,Debit,149338.7,Branch
T002977,A00116,5/25/2024,Debit,165270.75,ATM
T002978,A00197,4/21/2024,Credit,130936.44,ATM
T002979,A00729,10/26/2023,Debit,450573.17,UPI
T002980,A00971,10/10/2023,Credit,461680.55,Branch
T002981,A00368,7/15/2025,Credit,372689.99,NEFT
T002982,A00108,1/1/2024,Debit,153765.04,ATM
T002983,A00241,9/24/2024,Credit,128773.19,UPI
T002984,A01056,7/28/2024,Credit,36589.67,NEFT
T002985,A00694,10/27/2023,Debit,448354.26,NEFT
T002986,A00889,10/20/2023,Debit,306032.16,ATM
T002987,A00305,7/14/2024,Credit,197821.41,UPI
T002988,A00828,12/18/2024,Debit,464008.72,NEFT
T002989,A00502,1/16/2024,Debit,294585.22,NEFT
T002990,A00070,7/8/2024,Credit,376515.45,NEFT
T002991,A00244,7/13/2024,Debit,121304.78,Branch
T002992,A00494,9/20/2024,Credit,352873.03,IMPS
T002993,A00813,11/6/2023,Credit,428876.65,IMPS
T002994,A01001,11/15/2023,Debit,137966.39,UPI
T002995,A00620,8/15/2025,Credit,225500.11,UPI
T002996,A00354,9/20/2023,Credit,113284.83,Branch
T002997,A00769,4/6/2025,Debit,440470.67,Branch
T002998,A00184,4/29/2024,Credit,438549.01,UPI
T002999,A00950,4/29/2025,Credit,131970.8,Branch
T003000,A00783,6/2/2025,Debit,262959.69,ATM
T003001,A00564,4/5/2024,Credit,338043.21,NEFT
T003002,A00912,12/25/2024,Credit,328725.59,IMPS
T003003,A00753,9/12/2024,Credit,280722.48,UPI
T003004,A00024,9/18/2023,Debit,73137.46,UPI
T003005,A00246,6/10/2025,Credit,23967.34,ATM
T003006,A00239,11/18/2023,Credit,164161.18,NEFT
T003007,A00170,11/18/2023,Debit,210122.11,NEFT
T003008,A00250,1/13/2024,Debit,302758.83,NEFT
T003009,A01002,11/23/2023,Credit,238566.32,IMPS
T003010,A01044,6/9/2024,Debit,467596.11,ATM
T003011,A00461,7/28/2024,Debit,494164.75,NEFT
T003012,A00048,11/25/2024,Debit,334537.03,IMPS
T003013,A01174,1/7/2025,Credit,266635.98,NEFT
T003014,A01173,11/6/2023,Credit,385291.46,Branch
T003015,A00983,2/4/2025,Credit,261240.24,UPI
T003016,A00561,5/26/2025,Debit,429080.98,UPI
T003017,A00194,9/19/2024,Credit,134877.4,NEFT
T003018,A00371,4/16/2024,Credit,124663.69,ATM
T003019,A00787,1/30/2024,Debit,51895.31,ATM
T003020,A00992,8/9/2024,Credit,4087.25,NEFT
T003021,A00889,1/23/2024,Credit,447118.69,Branch
T003022,A00612,9/18/2023,Credit,285546.37,IMPS
T003023,A01171,9/20/2024,Debit,64631.47,Branch
T003024,A00257,12/2/2023,Credit,345666.85,Branch
T003025,A00204,8/27/2024,Debit,57660.25,IMPS
T003026,A00667,11/13/2023,Credit,239420.72,Branch
T003027,A00131,8/18/2024,Credit,21771.53,NEFT
T003028,A01101,1/22/2025,Debit,163479.06,UPI
T003029,A00379,12/29/2024,Debit,449628.97,ATM
T003030,A00831,9/24/2024,Debit,259334.2,UPI
T003031,A00041,1/1/2024,Credit,96438.92,ATM
T003032,A00807,9/10/2025,Debit,315185.6,NEFT
T003033,A01139,2/4/2025,Debit,392206.07,ATM
T003034,A01099,12/1/2024,Debit,185334.96,Branch
T003035,A01086,10/26/2023,Debit,236361.55,NEFT
T003036,A01001,6/25/2024,Debit,292844,NEFT
T003037,A00131,12/22/2024,Debit,429585.84,UPI
T003038,A01063,11/8/2024,Debit,62917.9,IMPS
T003039,A01198,8/16/2024,Debit,122292.48,IMPS
T003040,A01104,6/8/2024,Credit,21551.08,IMPS
T003041,A00255,1/20/2024,Credit,139141.02,IMPS
